Transaction_ID,Date,Customer_ID,Amount,Category,Subcategory,City,State,Payment_Type
28227,12-04-11,4004454,170.88,Outdoor Recreation,Lawn Games,Chattanooga,Tennessee,credit
28228,10-24-11,4005563,135.57,Team Sports,Rugby,Coral Springs,Florida,credit
28229,11-01-11,4005076,149.95,Winter Sports,Downhill Skiing,Green Bay,Wisconsin,credit
28230,08-04-11,4006249,95.34,Indoor Games,Billiards,Durham,North Carolina,credit
28231,07-12-11,4000545,36.6,Racquet Sports,Badminton,Berkeley,California,credit
28232,12-05-11,4000422,158.93,Outdoor Recreation,Rock Climbing,Clarksville,Tennessee,credit
28233,01-27-11,4003612,140.86,Outdoor Recreation,Camping & Backpacking & Hiking,Hampton  ,Virginia,credit
28234,04-19-11,4008567,94.74,Games,Bingo Sets,Anaheim,California,credit
28235,05-25-11,4005846,31.82,Games,Bingo Sets,Baltimore,Maryland,credit
28236,03-04-11,4004356,186.19,Games,Portable Electronic Games,San Diego,California,credit
28237,06-18-11,4002808,93.53,Games,Board Games,Alexandria  ,Virginia,credit
28238,09-06-11,4009729,162.96,Water Sports,Whitewater Rafting,Tampa,Florida,credit
28239,09-30-11,4009675,22.46,Gymnastics,Gymnastics Rings,Berkeley,California,credit
28240,11-20-11,4003313,122.81,Jumping,Trampoline Accessories,Sunnyvale,California,credit
28241,05-19-11,4009500,65.3,Outdoor Play Equipment,Swing Sets,Pasadena,Texas,credit
28242,07-30-11,4002619,181.52,Winter Sports,Downhill Skiing,Irvine,California,credit
28243,04-03-11,4004822,119.51,Team Sports,Rugby,Cambridge,Massachusetts,credit
28244,01-23-11,4001832,60.55,Team Sports,Rugby,Rockford,Illinois,credit
28245,05-18-11,4001122,81.52,Games,Poker Chips & Sets,St. Louis  ,Missouri,credit
28246,04-10-11,4002441,98.14,Gymnastics,Balance Beams,Clarksville,Tennessee,credit
28247,03-26-11,4001873,85.69,Winter Sports,Sledding,Columbus,Georgia,credit
28248,08-27-11,4000214,135.48,Combat Sports,Martial Arts,New Orleans,Louisiana,credit
28249,07-27-11,4008157,46.86,Outdoor Play Equipment,Outdoor Playsets,Seattle,Washington,cash
28250,08-30-11,4001108,68.6,Team Sports,Curling,Saint Paul,Minnesota,credit
28251,10-11-11,4009880,99.64,Outdoor Play Equipment,Sandboxes,Santa Ana,California,credit
28252,12-16-11,4005411,86.25,Outdoor Recreation,Equestrian,Chattanooga,Tennessee,credit
28253,09-19-11,4002213,144.88,Exercise & Fitness,Weightlifting Machines,Anaheim,California,credit
28254,12-21-11,4001122,55.19,Gymnastics,Gymnastics Protective Gear,Salt Lake City,Utah,credit
28255,01-26-11,4006350,198.57,Team Sports,Beach Volleyball,Vancouver,Washington,credit
28256,09-23-11,4006044,191.53,Exercise & Fitness,Medicine Balls,St. Petersburg,Florida,credit
28257,03-11-11,4007056,42.57,Games,Card Games,Louisville,Kentucky,cash
28258,02-02-11,4002096,49.15,Outdoor Recreation,Cycling,Columbia,South Carolina,cash
28259,11-18-11,4005164,162.85,Puzzles,Jigsaw Puzzles,Oakland,California,credit
28260,06-07-11,4007367,124.16,Team Sports,Beach Volleyball,Jackson,Mississippi,credit
28261,04-22-11,4001478,100.64,Outdoor Recreation,Geocaching,Midland,Texas,credit
28262,08-06-11,4008887,41.27,Outdoor Play Equipment,Water Tables,Tampa,Florida,cash
28263,06-09-11,4007094,155.75,Water Sports,Bodyboarding,Memphis,Tennessee,credit
28264,09-19-11,4006028,189.19,Team Sports,Softball,Jackson,Mississippi,credit
28265,07-05-11,4001022,54.78,Racquet Sports,Squash,Dallas,Texas,credit
28266,07-18-11,4009630,46.16,Indoor Games,Ping Pong,Honolulu  ,Hawaii,cash
28267,10-20-11,4000948,159.02,Outdoor Play Equipment,Water Tables,Durham,North Carolina,credit
28268,06-15-11,4007468,188.81,Water Sports,Towed Water Sports,Stamford,Connecticut,credit
28269,06-18-11,4006412,111.76,Outdoor Recreation,Tetherball,Jackson,Mississippi,credit
28270,09-12-11,4006934,14.7,Puzzles,Mechanical Puzzles,Dallas,Texas,cash
28271,05-29-11,4003798,169.23,Exercise & Fitness,Free Weights,Salt Lake City,Utah,credit
28272,05-03-11,4002644,74.04,Exercise & Fitness,Exercise Bands,Columbus,Ohio,credit
28273,05-26-11,4000459,23.55,Outdoor Recreation,Deck Shuffleboard,Alexandria  ,Virginia,cash
28274,11-21-11,4009142,77.53,Indoor Games,Ping Pong,New Orleans,Louisiana,credit
28275,10-10-11,4001384,176.96,Dancing,Ballet Bars,Dayton,Ohio,credit
28276,02-16-11,4006832,60.92,Outdoor Recreation,Riding Scooters,Saint Paul,Minnesota,credit
28277,01-23-11,4001605,120.91,Team Sports,Field Hockey,Memphis,Tennessee,credit
28278,07-28-11,4004646,128.94,Team Sports,Curling,Salt Lake City,Utah,credit
28279,02-21-11,4001747,60.16,Outdoor Recreation,Hunting,Los Angeles,California,credit
28280,01-12-11,4001620,188.12,Exercise & Fitness,Weight Benches,Dallas,Texas,credit
28281,01-23-11,4003956,186.79,Indoor Games,Table Shuffleboard,Lowell,Massachusetts,credit
28282,04-22-11,4008477,135.83,Water Sports,Kitesurfing,Everett,Washington,credit
28283,05-30-11,4009023,199.39,Games,Card Games,Chicago,Illinois,credit
28284,07-29-11,4003895,37.96,Outdoor Recreation,Lawn Games,Hartford,Connecticut,cash
28285,11-06-11,4004444,188.04,Outdoor Recreation,Camping & Backpacking & Hiking,West Valley City,Utah,credit
28286,05-03-11,4001788,160.05,Exercise & Fitness,Weightlifting Machines,Boston,Massachusetts,credit
28287,12-17-11,4006989,161.92,Exercise & Fitness,Free Weight Bars,Charleston,South Carolina,credit
28288,08-27-11,4007217,94.2,Winter Sports,Bobsledding,Lincoln,Nebraska,credit
28289,04-16-11,4002529,62.38,Team Sports,Hockey,Clarksville,Tennessee,credit
28290,10-02-11,4009942,105.18,Puzzles,Jigsaw Puzzles,Newark,New Jersey,credit
28291,10-19-11,4000012,22.57,Air Sports,Parachutes,Plano,Texas,cash
28292,01-24-11,4002055,142.03,Winter Sports,Downhill Skiing,Centennial,Colorado,credit
28293,06-04-11,4002550,105.39,Games,Card Games,Honolulu  ,Hawaii,credit
28294,12-13-11,4005150,129.42,Outdoor Play Equipment,Water Tables,Scottsdale,Arizona,credit
28295,11-06-11,4009796,78.15,Outdoor Recreation,Camping & Backpacking & Hiking,Atlanta,Georgia,credit
28296,11-20-11,4005768,44.43,Team Sports,Field Hockey,Minneapolis,Minnesota,cash
28297,04-14-11,4004751,105.53,Team Sports,Indoor Volleyball,Jacksonville ,Florida,credit
28298,05-07-11,4002304,191.21,Puzzles,Mechanical Puzzles,San Francisco,California,credit
28299,08-31-11,4003608,93.17,Outdoor Play Equipment,Water Tables,Reno,Nevada,credit
28300,09-10-11,4006690,28.48,Water Sports,Water Tubing,Scottsdale,Arizona,credit
28301,05-20-11,4002509,27.6,Jumping,Pogo Sticks,Chicago,Illinois,credit
28302,04-23-11,4000758,87.2,Racquet Sports,Tennis,Memphis,Tennessee,credit
28303,04-25-11,4000798,67.66,Games,Dice & Dice Sets,Cambridge,Massachusetts,credit
28304,04-15-11,4006860,145.69,Games,Board Games,New Orleans,Louisiana,credit
28305,02-19-11,4005326,198.12,Indoor Games,Air Hockey,Hartford,Connecticut,credit
28306,04-02-11,4009825,48.99,Gymnastics,Gymnastics Mats,Everett,Washington,credit
28307,12-30-11,4003258,64.02,Team Sports,Cheerleading,Flint,Michigan,credit
28308,02-17-11,4009362,132.3,Exercise & Fitness,Exercise Balls,Coral Springs,Florida,credit
28309,07-23-11,4004501,197.98,Team Sports,Field Hockey,Paterson,New Jersey,credit
28310,09-26-11,4003265,190.62,Exercise & Fitness,Weightlifting Belts,Jacksonville ,Florida,credit
28311,10-17-11,4004764,127.28,Winter Sports,Downhill Skiing,Columbus,Georgia,credit
28312,03-17-11,4005746,123.33,Winter Sports,Cross-Country Skiing,Denver  ,Colorado,credit
28313,07-15-11,4008030,95.69,Games,Dice Games,Montgomery,Alabama,credit
28314,03-10-11,4007726,107.46,Outdoor Play Equipment,Water Tables,Hampton  ,Virginia,credit
28315,01-12-11,4007136,109.01,Combat Sports,Boxing,Las Vegas,Nevada,credit
28316,04-11-11,4005690,152.86,Combat Sports,Fencing,New York,New York,credit
28317,05-05-11,4008271,46.04,Indoor Games,Air Hockey,Rockford,Illinois,credit
28318,07-16-11,4009563,115.12,Indoor Games,Billiards,Denver  ,Colorado,credit
28319,12-03-11,4008062,82.37,Outdoor Play Equipment,Lawn Water Slides,Honolulu  ,Hawaii,credit
28320,12-08-11,4002848,98.22,Games,Dominoes,Westminster,Colorado,credit
28321,05-01-11,4006820,181.44,Games,Mahjong,Gresham,Oregon,credit
28322,09-23-11,4000946,57.72,Team Sports,Soccer,Centennial,Colorado,credit
28323,07-04-11,4001806,141.2,Team Sports,Indoor Volleyball,Phoenix,Arizona,credit
28324,11-04-11,4007508,191.76,Team Sports,Rugby,Lexington,Kentucky,credit
28325,06-25-11,4008368,99.91,Outdoor Recreation,Ice Climbing,Chicago,Illinois,credit
28326,06-06-11,4002292,5.07,Outdoor Recreation,Archery,Centennial,Colorado,credit
28327,05-20-11,4006839,143.16,Combat Sports,Martial Arts,Rockford,Illinois,credit
28328,10-22-11,4002301,111.08,Indoor Games,Ping Pong,Durham,North Carolina,credit
28329,12-10-11,4001364,145.21,Exercise & Fitness,Free Weight Bars,Westminster,Colorado,credit
28330,11-22-11,4009526,51.27,Outdoor Recreation,Cycling,Paterson,New Jersey,credit
28331,07-14-11,4007556,121.81,Water Sports,Water Tubing,El Paso,Texas,credit
28332,03-10-11,4008720,156.83,Water Sports,Boating,Cleveland,Ohio,credit
28333,11-28-11,4005185,66.28,Exercise & Fitness,Free Weight Bars,Chicago,Illinois,credit
28334,12-24-11,4001965,149.48,Team Sports,Beach Volleyball,Milwaukee,Wisconsin,credit
28335,02-25-11,4004256,69.42,Outdoor Recreation,Shooting Games,Scottsdale,Arizona,credit
28336,02-21-11,4006114,76.7,Outdoor Recreation,Track & Field,Buffalo,New York,credit
28337,10-28-11,4009490,79.58,Team Sports,Hockey,Seattle,Washington,credit
28338,10-20-11,4008488,62.96,Team Sports,Hockey,Sunnyvale,California,credit
28339,07-26-11,4006850,16.93,Team Sports,Basketball,Boise,Idaho,credit
28340,11-30-11,4004263,114.43,Outdoor Recreation,Fishing,Midland,Texas,credit
28341,06-16-11,4007371,128.87,Exercise & Fitness,Weightlifting Machine Accessories,Louisville,Kentucky,credit
28342,06-12-11,4000814,126.79,Games,Dice & Dice Sets,Huntsville,Alabama,credit
28343,05-20-11,4007345,9.08,Combat Sports,Boxing,San Jose,California,cash
28344,03-21-11,4005464,144.52,Exercise & Fitness,Weight Benches,Milwaukee,Wisconsin,credit
28345,06-03-11,4002705,148.35,Exercise & Fitness,Exercise Balls,Springfield,Illinois,credit
28346,04-27-11,4002989,137.22,Games,Bingo Sets,Orange,California,credit
28347,04-03-11,4003013,151.82,Combat Sports,Boxing,St. Petersburg,Florida,credit
28348,02-11-11,4006826,30.76,Exercise & Fitness,Yoga & Pilates,Chicago,Illinois,cash
28349,06-24-11,4007237,85.63,Water Sports,Life Jackets,Detroit,Michigan,credit
28350,07-29-11,4000368,162,Water Sports,Whitewater Rafting,Tampa,Florida,credit
28351,03-28-11,4009433,80.66,Games,Dice Games,Los Angeles,California,credit
28352,09-30-11,4003322,125.54,Exercise & Fitness,Weightlifting Gloves,Kansas City,Kansas,credit
28353,05-07-11,4000922,102.06,Indoor Games,Air Hockey,Green Bay,Wisconsin,credit
28354,12-25-11,4006053,190.08,Outdoor Play Equipment,Swing Sets,Philadelphia,Pennsylvania,credit
28355,03-03-11,4004446,32.28,Outdoor Recreation,Lawn Games,Newark,New Jersey,cash
28356,03-10-11,4006749,121.71,Team Sports,Indoor Volleyball,Los Angeles,California,credit
28357,10-27-11,4008308,158.27,Exercise & Fitness,Stopwatches,Plano,Texas,credit
28358,04-08-11,4000498,77.41,Water Sports,Surfing,Columbia,South Carolina,credit
28359,05-08-11,4002842,107.9,Exercise & Fitness,Free Weight Bars,Montgomery,Alabama,credit
28360,06-14-11,4009665,9.66,Gymnastics,Vaulting Horses,Columbia,South Carolina,cash
28361,09-24-11,4008419,158.41,Outdoor Recreation,Camping & Backpacking & Hiking,Cincinnati,Ohio,credit
28362,09-10-11,4000292,37.72,Gymnastics,Vaulting Horses,Denton,Texas,cash
28363,09-22-11,4005922,185.51,Indoor Games,Billiards,Lexington,Kentucky,credit
28364,08-30-11,4003800,154.48,Outdoor Recreation,Running,Milwaukee,Wisconsin,credit
28365,08-08-11,4003060,141.63,Gymnastics,Gymnastics Protective Gear,New York,New York,credit
28366,03-15-11,4009681,42.85,Air Sports,Air Suits,Las Vegas,Nevada,cash
28367,10-19-11,4002836,183.59,Indoor Games,Ping Pong,Plano,Texas,credit
28368,09-10-11,4001259,135.86,Games,Dice & Dice Sets,Chicago,Illinois,credit
28369,12-09-11,4006290,134.65,Water Sports,Windsurfing,Orange,California,credit
28370,11-09-11,4002727,176.7,Indoor Games,Foosball,Philadelphia,Pennsylvania,credit
28371,10-10-11,4005012,117.32,Games,Dice Games,New York,New York,credit
28372,06-25-11,4007562,188.02,Water Sports,Kitesurfing,Midland,Texas,credit
28373,09-23-11,4002869,44.14,Gymnastics,Springboards,Jacksonville ,Florida,cash
28374,10-14-11,4005290,164.25,Gymnastics,Pommel Horses,Louisville,Kentucky,credit
28375,10-14-11,4003931,58.83,Outdoor Recreation,Ice Climbing,Denver  ,Colorado,credit
28376,05-20-11,4002830,16.82,Jumping,Jumping Stilts,Des Moines,Iowa,cash
28377,02-12-11,4009185,7.37,Water Sports,Surfing,Buffalo,New York,cash
28378,01-18-11,4004572,184.26,Team Sports,Cheerleading,Washington,District of Columbia,credit
28379,08-27-11,4001041,155.67,Team Sports,Football,Boston,Massachusetts,credit
28380,07-30-11,4004567,23.03,Outdoor Recreation,Shooting Games,Hartford,Connecticut,cash
28381,03-01-11,4005537,154.35,Racquet Sports,Badminton,Chattanooga,Tennessee,credit
28382,01-22-11,4002922,93.7,Outdoor Recreation,Deck Shuffleboard,Huntsville,Alabama,credit
28383,04-19-11,4004321,82.06,Outdoor Recreation,Hunting,Jackson,Mississippi,credit
28384,07-06-11,4007698,132.93,Games,Card Games,Honolulu  ,Hawaii,credit
28385,04-17-11,4003853,54.13,Outdoor Recreation,Disc Golf,Scottsdale,Arizona,credit
28386,05-09-11,4000635,41.05,Indoor Games,Bowling,Fremont,California,cash
28387,09-14-11,4000383,179.89,Team Sports,Basketball,Miami,Florida,credit
28388,10-29-11,4009798,141.05,Air Sports,Hang Gliding,Baltimore,Maryland,credit
28389,04-29-11,4005508,77.18,Outdoor Recreation,Geocaching,Long Beach,California,credit
28390,05-15-11,4003832,87.68,Outdoor Recreation,Deck Shuffleboard,Jacksonville ,Florida,credit
28391,07-19-11,4001933,26.48,Outdoor Recreation,Ice Climbing,Indianapolis ,Indiana,cash
28392,01-24-11,4000833,139.76,Team Sports,Rugby,Columbia,Missouri,credit
28393,12-15-11,4004231,145.07,Outdoor Recreation,Ice Climbing,Long Beach,California,credit
28394,12-12-11,4003785,172.41,Exercise & Fitness,Free Weight Bars,Montgomery,Alabama,credit
28395,07-15-11,4004927,178.11,Outdoor Recreation,Hunting,Columbia,Missouri,credit
28396,08-13-11,4000095,135.85,Exercise & Fitness,Jump Ropes,Atlanta,Georgia,credit
28397,03-06-11,4004199,37.56,Gymnastics,Gymnastics Protective Gear,Chattanooga,Tennessee,cash
28398,01-05-11,4003913,113.82,Exercise & Fitness,Abdominal Equipment,Long Beach,California,credit
28399,12-22-11,4001704,188.05,Outdoor Recreation,Equestrian,Miami,Florida,credit
28400,02-23-11,4000243,46.42,Exercise & Fitness,Weight Benches,Anaheim,California,credit
28401,05-15-11,4008808,141.26,Winter Sports,Cross-Country Skiing,Long Beach,California,credit
28402,08-07-11,4007113,147.92,Indoor Games,Foosball,Columbus,Georgia,credit
28403,07-28-11,4002955,19.7,Water Sports,Towed Water Sports,Washington,District of Columbia,credit
28404,08-12-11,4009620,49.2,Team Sports,Indoor Volleyball,Boston,Massachusetts,credit
28405,11-02-11,4002323,192.43,Water Sports,Whitewater Rafting,Oakland,California,credit
28406,02-10-11,4002394,90.42,Combat Sports,Boxing,Rockford,Illinois,credit
28407,12-26-11,4001626,19.74,Games,Dominoes,Overland Park,Kansas,credit
28408,08-12-11,4004743,51.43,Gymnastics,Balance Beams,Vancouver,Washington,credit
28409,01-01-11,4000255,90.44,Gymnastics,Gymnastics Bars,Boise,Idaho,credit
28410,02-04-11,4000170,122.98,Gymnastics,Springboards,Columbus,Georgia,credit
28411,08-10-11,4002823,167.67,Gymnastics,Gymnastics Protective Gear,El Paso,Texas,credit
28412,07-25-11,4009706,126.79,Outdoor Recreation,Archery,Chattanooga,Tennessee,credit
28413,10-22-11,4005468,176.31,Team Sports,Lacrosse,Westminster,Colorado,credit
28414,05-28-11,4001969,101.84,Outdoor Recreation,Camping & Backpacking & Hiking,Madison,Wisconsin,credit
28415,11-03-11,4005144,147.07,Team Sports,Rugby,Tampa,Florida,credit
28416,07-07-11,4000889,35.97,Games,Bingo Sets,Hartford,Connecticut,credit
28417,11-08-11,4000668,129.56,Exercise & Fitness,Medicine Balls,Philadelphia,Pennsylvania,credit
28418,11-08-11,4004230,184.49,Exercise & Fitness,Gym Mats,Dayton,Ohio,credit
28419,05-31-11,4009156,35.5,Exercise & Fitness,Cardio Machines,Richmond  ,Virginia,credit
28420,02-03-11,4008832,18.68,Outdoor Recreation,Ice Climbing,Plano,Texas,credit
28421,02-14-11,4007437,179.07,Exercise & Fitness,Gym Mats,Columbus,Ohio,credit
28422,10-20-11,4008333,66.1,Winter Sports,Sledding,Flint,Michigan,credit
28423,04-28-11,4004992,8.01,Exercise & Fitness,Weightlifting Belts,Fremont,California,credit
28424,02-08-11,4006404,153.7,Water Sports,Water Tubing,Hampton  ,Virginia,credit
28425,08-18-11,4004398,52.14,Water Sports,Towed Water Sports,Miami,Florida,credit
28426,03-17-11,4004706,26.97,Team Sports,Soccer,Omaha,Nebraska,credit
28427,09-08-11,4005147,100.82,Indoor Games,Ping Pong,Eugene,Oregon,credit
28428,11-23-11,4008370,57.71,Water Sports,Life Jackets,Jacksonville ,Florida,credit
28429,01-16-11,4004611,28.33,Outdoor Recreation,Shooting Games,Oklahoma City,Oklahoma,credit
28430,10-21-11,4007592,135.6,Exercise & Fitness,Gym Mats,Lexington,Kentucky,credit
28431,01-28-11,4008317,179.6,Exercise & Fitness,Weight Benches,Indianapolis ,Indiana,credit
28432,05-05-11,4003692,104.5,Team Sports,Softball,Boston,Massachusetts,credit
28433,11-15-11,4008597,107.34,Exercise & Fitness,Free Weight Bars,Charlotte,North Carolina,credit
28434,01-11-11,4002574,68.7,Outdoor Play Equipment,Water Tables,Atlanta,Georgia,credit
28435,11-02-11,4007697,92.65,Team Sports,Team Handball,Buffalo,New York,credit
28436,10-22-11,4008616,82.78,Team Sports,Team Handball,Baltimore,Maryland,credit
28437,02-01-11,4002218,12.87,Indoor Games,Billiards,Coral Springs,Florida,credit
28438,02-17-11,4000902,39.73,Indoor Games,Ping Pong,Detroit,Michigan,credit
28439,10-06-11,4001785,172.22,Combat Sports,Martial Arts,Paterson,New Jersey,credit
28440,12-22-11,4008694,188.69,Jumping,Pogo Sticks,Buffalo,New York,credit
28441,09-07-11,4005304,161.35,Air Sports,Hang Gliding,West Valley City,Utah,credit
28442,10-19-11,4009772,96.7,Outdoor Play Equipment,Water Tables,Atlanta,Georgia,credit
28443,05-14-11,4005369,47.57,Team Sports,Softball,Pittsburgh,Pennsylvania,cash
28444,08-02-11,4004621,97.81,Winter Sports,Snowshoeing,Columbia,South Carolina,credit
28445,07-09-11,4002378,16.88,Outdoor Recreation,Hunting,Lowell,Massachusetts,cash
28446,03-29-11,4006698,112.6,Outdoor Play Equipment,Sandboxes,Washington,District of Columbia,credit
28447,06-16-11,4001506,71.05,Outdoor Recreation,Ice Climbing,San Francisco,California,credit
28448,10-10-11,4004483,71.85,Outdoor Play Equipment,Lawn Water Slides,Omaha,Nebraska,credit
28449,07-16-11,4007276,55.48,Water Sports,Water Tubing,Durham,North Carolina,credit
28450,04-10-11,4004298,157.61,Team Sports,Team Handball,Oakland,California,credit
28451,11-18-11,4005921,158.61,Outdoor Recreation,Track & Field,Vancouver,Washington,credit
28452,06-04-11,4009575,85.82,Exercise & Fitness,Free Weight Bars,Kansas City,Kansas,credit
28453,08-01-11,4008462,18.82,Team Sports,Rugby,Orlando,Florida,cash
28454,07-13-11,4007341,167.51,Outdoor Recreation,Camping & Backpacking & Hiking,Philadelphia,Pennsylvania,credit
28455,11-10-11,4002712,23.24,Team Sports,Field Hockey,Lincoln,Nebraska,cash
28456,06-13-11,4007799,14.06,Team Sports,Baseball,Charlotte,North Carolina,cash
28457,05-04-11,4003251,143.96,Exercise & Fitness,Yoga & Pilates,Oakland,California,credit
28458,03-29-11,4006220,75.75,Winter Sports,Cross-Country Skiing,Atlanta,Georgia,credit
28459,01-19-11,4004416,69.99,Racquet Sports,Racquetball,Everett,Washington,credit
28460,07-21-11,4003134,51.51,Water Sports,Boating,Alexandria  ,Virginia,credit
28461,02-02-11,4008127,182.47,Indoor Games,Table Shuffleboard,Centennial,Colorado,credit
28462,05-13-11,4000989,33.54,Team Sports,Softball,New Orleans,Louisiana,cash
28463,04-18-11,4004649,197.92,Exercise & Fitness,Exercise Balls,Buffalo,New York,credit
28464,04-05-11,4008062,6.22,Games,Board Games,Jersey City,New Jersey,cash
28465,10-09-11,4007534,68.46,Outdoor Recreation,Lawn Games,San Francisco,California,credit
28466,03-02-11,4003165,73.16,Exercise & Fitness,Exercise Balls,Dallas,Texas,credit
28467,11-26-11,4002343,73.91,Winter Sports,Sledding,Buffalo,New York,credit
28468,05-31-11,4002655,49.23,Water Sports,Surfing,Montgomery,Alabama,cash
28469,03-17-11,4000937,181.27,Team Sports,Softball,Denver  ,Colorado,credit
28470,04-19-11,4002622,158.55,Outdoor Play Equipment,Lawn Water Slides,Stamford,Connecticut,credit
28471,08-07-11,4001572,190.01,Outdoor Play Equipment,Slides,Overland Park,Kansas,credit
28472,06-29-11,4007917,104.92,Outdoor Recreation,Deck Shuffleboard,Pittsburgh,Pennsylvania,credit
28473,07-08-11,4006956,114.78,Jumping,Jumping Stilts,Berkeley,California,credit
28474,08-27-11,4000290,140.03,Outdoor Recreation,Equestrian,Westminster,Colorado,credit
28475,05-26-11,4000706,84.98,Indoor Games,Ping Pong,Midland,Texas,credit
28476,04-04-11,4006610,197.19,Outdoor Recreation,Shooting Games,Everett,Washington,credit
28477,06-27-11,4009297,175.97,Outdoor Recreation,Deck Shuffleboard,Kansas City,Kansas,credit
28478,02-01-11,4002181,146.5,Games,Poker Chips & Sets,San Antonio,Texas,credit
28479,04-21-11,4006494,7.4,Outdoor Play Equipment,Slides,Sacramento,California,cash
28480,03-07-11,4008141,40.86,Outdoor Recreation,Lawn Games,Lexington,Kentucky,cash
28481,12-16-11,4007749,186.19,Outdoor Recreation,Skating,Louisville,Kentucky,credit
28482,12-22-11,4000167,143.05,Team Sports,Football,Minneapolis,Minnesota,credit
28483,02-19-11,4002467,116.09,Outdoor Play Equipment,Playhouses,Oakland,California,credit
28484,03-06-11,4009996,142.36,Games,Board Games,Westminster,Colorado,credit
28485,07-09-11,4009716,64.36,Outdoor Recreation,Lawn Games,Baltimore,Maryland,credit
28486,05-19-11,4006393,165.81,Exercise & Fitness,Weightlifting Machines,Memphis,Tennessee,credit
28487,09-27-11,4001100,150.08,Team Sports,Softball,Jackson,Mississippi,credit
28488,10-14-11,4003561,124.79,Water Sports,Scuba Diving & Snorkeling,Memphis,Tennessee,credit
28489,05-20-11,4009065,56.38,Team Sports,Cheerleading,Phoenix,Arizona,credit
28490,03-08-11,4009934,172.64,Team Sports,Hockey,Springfield,Illinois,credit
28491,08-03-11,4002816,178.71,Combat Sports,Martial Arts,Newark,New Jersey,credit
28492,12-05-11,4000792,24.38,Outdoor Recreation,Skateboarding,Kansas City,Kansas,cash
28493,09-23-11,4005604,105.56,Exercise & Fitness,Free Weight Bars,Minneapolis,Minnesota,credit
28494,03-03-11,4002049,74.18,Racquet Sports,Squash,Stamford,Connecticut,credit
28495,01-02-11,4001527,93.17,Outdoor Play Equipment,Lawn Water Slides,Memphis,Tennessee,credit
28496,10-10-11,4006293,63.61,Outdoor Recreation,Riding Scooters,Charleston,South Carolina,credit
28497,11-15-11,4003999,129.08,Combat Sports,Fencing,Chicago,Illinois,credit
28498,07-02-11,4005896,93.93,Gymnastics,Gymnastics Bars,Birmingham,Alabama,credit
28499,04-29-11,4007730,114.04,Jumping,Bungee Jumping,Gilbert,Arizona,credit
28500,01-13-11,4008884,160.41,Outdoor Play Equipment,Swing Sets,Columbus,Georgia,credit
28501,03-20-11,4004008,25,Jumping,Bungee Jumping,Santa Ana,California,credit
28502,05-21-11,4008419,124.06,Outdoor Play Equipment,Outdoor Playsets,Flint,Michigan,credit
28503,11-14-11,4003206,189.98,Gymnastics,Balance Beams,Austin,Texas,credit
28504,03-18-11,4009548,148.01,Outdoor Recreation,Skating,Kansas City,Missouri,credit
28505,05-07-11,4002574,29.75,Gymnastics,Balance Beams,Colorado Springs,Colorado,credit
28506,01-15-11,4003049,44.98,Outdoor Recreation,Riding Scooters,Portland,Oregon,credit
28507,12-21-11,4004095,105.3,Indoor Games,Table Shuffleboard,Eugene,Oregon,credit
28508,12-24-11,4002491,36.81,Team Sports,Basketball,New Orleans,Louisiana,credit
28509,08-28-11,4000349,190.18,Outdoor Play Equipment,Swing Sets,Alexandria  ,Virginia,credit
28510,04-06-11,4005263,141.81,Outdoor Recreation,Track & Field,Minneapolis,Minnesota,credit
28511,02-07-11,4005830,164.64,Jumping,Trampoline Accessories,Minneapolis,Minnesota,credit
28512,11-02-11,4009832,156.69,Exercise & Fitness,Stopwatches,New Orleans,Louisiana,credit
28513,06-05-11,4006142,8.85,Outdoor Recreation,Cycling,New Orleans,Louisiana,credit
28514,12-30-11,4006549,164.72,Exercise & Fitness,Medicine Balls,Milwaukee,Wisconsin,credit
28515,01-04-11,4006606,135.32,Winter Sports,Snowboarding,Kansas City,Kansas,credit
28516,08-15-11,4001305,167.01,Water Sports,Water Tubing,Eugene,Oregon,credit
28517,09-05-11,4006650,110.95,Team Sports,Lacrosse,Dayton,Ohio,credit
28518,04-16-11,4007305,167.08,Outdoor Recreation,Motorsports,Denton,Texas,credit
28519,09-27-11,4001135,87.8,Gymnastics,Pommel Horses,Vancouver,Washington,credit
28520,05-06-11,4006993,146.27,Team Sports,Hockey,Scottsdale,Arizona,credit
28521,02-25-11,4009838,44.67,Exercise & Fitness,Yoga & Pilates,Columbus,Georgia,credit
28522,12-03-11,4003800,26.51,Games,Dice & Dice Sets,Stamford,Connecticut,credit
28523,07-30-11,4004078,17.11,Winter Sports,Snowshoeing,Cincinnati,Ohio,credit
28524,12-30-11,4002951,88.96,Outdoor Recreation,Archery,Springfield,Illinois,credit
28525,03-05-11,4005752,96.69,Games,Portable Electronic Games,Santa Ana,California,credit
28526,12-02-11,4008207,128.09,Outdoor Recreation,Rock Climbing,Paterson,New Jersey,credit
28527,05-07-11,4003448,27.41,Outdoor Play Equipment,Water Tables,Irvine,California,credit
28528,08-26-11,4001561,129.27,Puzzles,Jigsaw Puzzles,Rockford,Illinois,credit
28529,09-09-11,4005273,162.67,Games,Dice Games,Scottsdale,Arizona,credit
28530,09-10-11,4006077,57.31,Outdoor Recreation,Ice Climbing,Durham,North Carolina,credit
28531,11-21-11,4000533,113.94,Exercise & Fitness,Medicine Balls,Hartford,Connecticut,credit
